,Artist,Name,ID,Playlist,Energy,Liveness,Tempo,Speechiness,Acousticness,Instrumentalness,Danceability,Key,Duration,Loudness,Valence,Mode
875,Lil Skies,Lust,7oJrVhiTPZGBXWPwhxjy9S,gibberish,0.767,0.114,160.084,0.166,0.138,0.0,0.718,9,156000,-5.641,0.519,1
876,Young Thug,Tomorrow Til Infinity (feat. Gunna),6Zm6fxOVPzyArjrNPx9LRe,gibberish,0.516,0.302,135.97,0.0524,0.0261,2.74e-05,0.855,0,228307,-6.972,0.283,1
877,Young Thug,You Said (feat. Quavo),1gUakci7HwPcImtp0i79N3,gibberish,0.557,0.21,119.977,0.114,0.147,0.0,0.577,8,402067,-6.894,0.177,1
878,Young Thug,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",5ALc7rbru6QOLGodVSDocc,gibberish,0.491,0.296,133.984,0.118,0.339,0.0,0.891,8,358507,-8.874,0.806,1
879,Polo G,Finer Things,0KeQsDMe3GSRRXF46aNl2s,gibberish,0.453,0.0993,177.939,0.383,0.0551,0.000199,0.504,2,182400,-12.589,0.0928,1
880,Polo G,Deep Wounds,7p6EahlS9Q62FqxtgVdYMb,gibberish,0.574,0.177,79.982,0.248,0.0136,0.0,0.737,1,180227,-7.085,0.331,1
881,Future,XanaX Damage,3tZ4zv4UuenjJGSNUMfBNG,gibberish,0.609,0.192,139.084,0.143,0.368,0.000154,0.551,7,104013,-8.975,0.324,1
882,Future,Shotgun,3TirmOKwMAD738H0DOVrB9,gibberish,0.694,0.316,127.958,0.206,0.313,0.0,0.728,2,258947,-4.499,0.443,1
883,Tee Grizzley,Locked Up,4k4RSGqkCRnQBbivzeCu2H,gibberish,0.673,0.0889,144.859,0.345,0.295,0.0,0.766,11,203586,-5.15,0.541,1
884,Polo G,Dyin Breed,2bGEPdcL80FFHQ3VxcYBJQ,gibberish,0.599,0.0711,159.966,0.661,0.0131,0.0,0.77,2,179773,-8.663,0.427,0
885,Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,gibberish,0.49,0.0942,74.351,0.246,0.128,0.0,0.71,1,195587,-9.832,0.621,1
886,Polo G,Battle Cry,7caP3UAf8ZtIMVpWfEIA4H,gibberish,0.597,0.0866,150.089,0.38,0.212,0.0,0.754,7,192080,-7.809,0.347,1
887,Polo G,BST,4iIfKs9XOb9D2NJnPctPns,gibberish,0.603,0.103,143.043,0.28,0.0188,0.0,0.876,5,202680,-9.148,0.633,0
888,Polo G,Picture This,00TYv5NLZkKXq5KJZ6LMDt,gibberish,0.604,0.091,87.955,0.273,0.0316,0.0,0.831,0,165720,-6.741,0.406,1
889,Polo G,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs,gibberish,0.576,0.08,166.162,0.339,0.138,0.0,0.77,8,127200,-11.845,0.364,0
890,Polo G,Last Strike,1w8XCWRzLN75HARAqNQIRY,gibberish,0.594,0.0967,81.539,0.468,0.0249,0.0,0.579,2,197320,-8.461,0.477,1
891,Polo G,Pop Out Again (feat. Lil Baby & Gunna),2VIMXmWUIqhMqg6h5FOFPG,gibberish,0.689,0.0729,83.964,0.323,0.118,0.0,0.862,1,223787,-5.68,0.364,1
892,Fish Narc,Why?,713Cd1Rhap0EDDZsKNwjpP,gibberish,0.459,0.117,124.145,0.03,0.109,2.45e-06,0.664,5,139092,-9.798,0.389,1
893,Lil Keed,Anybody (feat. Lil Duke & Gunna),6ZhUSJUTNbCmvbbgwjhwGy,gibberish,0.501,0.115,119.935,0.366,0.102,0.0,0.921,4,256627,-7.446,0.241,0
894,Lil Keed,Rockstar (feat. NAV),4jFdN2CPvh6CdEGmhxKnQm,gibberish,0.412,0.103,124.02,0.506,0.152,2.17e-05,0.92,2,174480,-9.171,0.374,0
895,Lil Keed,Fear Of God,3helsZp4P7YsuwIRHsIMLO,gibberish,0.487,0.0864,136.935,0.328,0.0323,0.0,0.866,9,201227,-7.163,0.442,0
896,Lil Keed,Make U Proud,3MnH9REYVQIKFkNUbjGEcY,gibberish,0.522,0.0703,140.025,0.245,0.0934,0.0,0.929,0,193773,-7.699,0.447,1
897,Lil Keed,Dragon (feat. Roddy Ricch),0rFy2RRtIGmzlFs29JKYWe,gibberish,0.399,0.141,154.938,0.428,0.56,0.0,0.727,1,211227,-9.739,0.598,1
898,Lil Keed,Ride Wit You,2JiB5wcpgY86Ok8FEz06C8,gibberish,0.267,0.309,116.035,0.106,0.625,4.45e-05,0.842,5,202933,-10.906,0.365,1
899,YNW Melly,Butter Pecan - Bonus Track,5k839GqASwcI2yTjBVSxdu,gibberish,0.691,0.211,130.023,0.244,0.0896,0.0,0.806,5,223493,-7.997,0.468,0
900,Pierre Bourne,Marie Curie,4Rs00gcMnDVfivMHXdiHHc,gibberish,0.654,0.236,81.537,0.0348,0.0494,0.0,0.651,4,205302,-6.988,0.392,0
901,Tm88,Slayerr,5X2I1TVUkchLBggRTCMYem,gibberish,0.676,0.349,144.067,0.329,0.162,0.0,0.709,9,205460,-7.369,0.68,1
902,Lil Tecca,Ransom,1kBbgxAUc4HQv7cgIayIDH,gibberish,0.642,0.0658,179.974,0.287,0.0204,0.0,0.745,7,131280,-6.257,0.226,0
903,Kodak Black,Testimony,6Gg25EZRbQd4IHiJz2KSY0,gibberish,0.667,0.11,80.031,0.36,0.0369,0.0,0.814,6,240000,-4.785,0.376,0
904,Yung Bans,Waterslide (feat. Lil Skies),795VzZodMdZzC5fXMp2L3T,gibberish,0.384,0.138,75.02,0.348,0.202,0.0,0.883,0,158138,-10.163,0.425,1
905,Yung Bans,Dresser,7IsjaaTuVaAjFTw4Buc9ql,gibberish,0.421,0.115,75.065,0.3,0.0544,3.49e-05,0.832,1,155520,-10.563,0.183,1
906,Lil Tecca,Love Me,7Aem1fAapTdGcHwAYyQYU4,gibberish,0.435,0.106,204.077,0.251,0.67,0.0,0.715,11,117680,-10.325,0.801,0
907,Lil Tecca,My Time,6Lme9Ly3CUl6CcHM2AeiQi,gibberish,0.35,0.29,107.998,0.318,0.04,0.0,0.859,3,122373,-14.048,0.634,0
908,Ronny J,Lights Out (feat. Ty Dolla $ign & Rich The Kid),26LRMtK7JytCxbDAMcexWZ,gibberish,0.769,0.283,82.52,0.0683,0.0267,0.00011,0.768,8,167296,-6.575,0.536,1
909,YoungBoy Never Broke Again,4 Sons of a King,6H0dvZoFJCMmai10qAwTpv,gibberish,0.531,0.116,151.987,0.241,0.043,0.0,0.805,5,127368,-7.463,0.789,1
910,YNW Melly,Catchin Feelings,1sSb4ATG8E30IGDdjAvlxh,gibberish,0.433,0.089,122.006,0.145,0.32,0.00791,0.79,9,230257,-10.527,0.263,1
911,YNW Melly,Slang That Iron,2dMigpD6d166hY9yCvd5Hi,gibberish,0.357,0.0667,122.949,0.319,0.6,0.0,0.838,1,147542,-9.643,0.599,1
912,Yung Bans,Stacks In My Slacks (feat. Tracy),7n5rNylkxwBKnp7HZKHOWD,gibberish,0.514,0.129,155.022,0.0757,0.0988,3.86e-06,0.62,8,173419,-10.837,0.267,1
913,Yung Bans,Going Wild,0j5Ur0gX9kl4KOAZgCSKF4,gibberish,0.592,0.293,134.057,0.0753,0.0292,0.0,0.817,5,193562,-7.939,0.44,0
914,Yung Bans,SOS,1x9D30vekbYI3Ne14zgTXG,gibberish,0.734,0.103,157.084,0.0767,0.197,0.0,0.596,10,114428,-6.52,0.541,0
915,Yung Bans,PRADA ZOMBIE,1B2zxeQRiF7NwppsxU5UeU,gibberish,0.376,0.112,128.045,0.55,0.0567,0.0,0.899,10,123437,-11.255,0.526,0
916,Yung Bans,100 Shells (feat. YNW Melly),5I6KerEUkIIuCyU7oLEiTO,gibberish,0.744,0.648,151.563,0.301,0.546,0.0,0.626,4,180000,-4.921,0.23,0
917,Yung Bans,Touch The Stars (feat. Lil Tjay),15KNUlf1oqxD5fV2N99V1f,gibberish,0.602,0.0747,154.931,0.344,0.0197,0.0,0.813,0,189103,-6.536,0.748,0
918,Yung Bans,Going Bezurk,1XHI9VslTKzp5vsKd8AASV,gibberish,0.55,0.105,146.052,0.0747,0.000762,0.0,0.693,5,193097,-7.373,0.401,0
919,Yung Bans,Ready Set Go (feat. 03 Greedo & XXXTENTACION),5Iz8Iz5jdWwW95JusFxGrC,gibberish,0.598,0.241,145.122,0.0456,0.0759,0.0,0.675,6,181301,-5.784,0.28,0
920,Yung Bans,How Da Game Go,4fhoGi2a8os5lcLzT4glaw,gibberish,0.452,0.0907,81.008,0.091,0.051,0.0,0.665,7,175357,-9.766,0.272,1
921,Yung Bans,Hold Up (feat. Gunna & Young Thug),0dEHnISmXM6ca2b13HDnOW,gibberish,0.543,0.0778,119.924,0.199,0.144,8.78e-06,0.858,7,190032,-9.712,0.18,0
922,Yung Bans,I Dont Even Crip,3ZaBmtG5eQfR3bDexRNese,gibberish,0.621,0.127,159.955,0.328,0.0353,4.02e-06,0.806,9,159196,-7.702,0.579,0
923,Yung Bans,Red Dead (feat. Slim Santana),3Q4PIS2NqpVU7zi5qFujPQ,gibberish,0.441,0.116,139.967,0.156,0.171,1.9e-05,0.705,1,195512,-12.605,0.359,1
924,Yung Bans,YEAAA! (feat. Future),1RsgNG6ne4TKnL0xoAzFeQ,gibberish,0.49,0.145,140.256,0.0761,0.0409,0.0,0.679,5,214460,-9.791,0.218,0
925,Yung Bans,Broken Pieces,6lGsC0E28PSKh1PS5gveTI,gibberish,0.559,0.0464,161.362,0.0685,0.0513,0.0,0.575,6,126502,-7.9,0.143,0
926,Trippie Redd,Mac 10,4e34Qq2lkp92egwgjacVcT,gibberish,0.629,0.356,124.063,0.138,0.179,0.0,0.79,9,127742,-7.172,0.833,1
927,YNW Melly,Medium Fries,5hzee9MWDekpedgNpR8bZQ,gibberish,0.555,0.115,146.983,0.0568,0.0549,0.0,0.69,0,211853,-7.791,0.571,1
928,Trippie Redd,!,0XA6wkRKBzwTw71ytpReuO,gibberish,0.543,0.177,119.961,0.0841,0.0296,0.0,0.725,5,135339,-6.311,0.693,1
929,YNW Melly,Gang,5eWYhusHCbD6GQS9Ctac6I,gibberish,0.618,0.131,160.032,0.34,0.0247,0.0,0.768,6,210000,-7.471,0.54,0
930,Lil Tecca,Did It Again,01Qb6dN5suQNu87VJ1mIpf,gibberish,0.575,0.112,148.767,0.159,0.218,0.0,0.699,1,116240,-9.922,0.234,1
931,Lil Tecca,Ransom (with Juice WRLD) - Remix,5DSfqrLkUHLZ9bW0SS3rVy,gibberish,0.667,0.076,180.005,0.276,0.0105,0.0,0.683,2,171227,-6.436,0.373,0
932,Lil Tjay,F.N,0UPBidRYcgJ2mjZlk08V8x,gibberish,0.502,0.0757,120.104,0.255,0.323,0.0,0.562,6,224000,-10.269,0.322,0
933,Lil Tecca,Molly Girl,66W6Zl1nwzbHJwEedRZ0pV,gibberish,0.685,0.116,177.965,0.249,0.00043,0.0,0.582,8,117680,-6.794,0.189,1
934,Lil Tecca,Bossanova,12MGFZIqiXncwMsufAwfC9,gibberish,0.493,0.158,139.84,0.278,0.00474,0.0,0.712,5,123600,-7.129,0.246,0
935,Young Thug,Bad Bad Bad (feat. Lil Baby),1GeNui6m825V8jP4uKiIaH,gibberish,0.596,0.151,111.959,0.184,0.0976,0.0,0.974,6,149040,-8.888,0.892,1
936,Young Thug,Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,gibberish,0.651,0.0772,111.997,0.235,0.063,0.0,0.855,0,193027,-8.044,0.559,0
937,Young Thug,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,gibberish,0.438,0.139,124.018,0.31,0.0431,0.0,0.961,7,251080,-7.877,0.412,1
938,SAINt JHN,Wedding Day,19Obji278XTwlK0Egnv1ps,gibberish,0.6,0.119,160.086,0.0822,0.0384,1.32e-06,0.644,0,196303,-5.418,0.513,1
939,SAINt JHN,Who Do You Blame,3kCgNRoZIiZzPFUU62UExA,gibberish,0.482,0.127,112.006,0.0384,0.318,0.0,0.862,4,171912,-6.332,0.508,0
940,SAINt JHN,94 Bentley,0xxbDtdmc88FOV7YvpEtft,gibberish,0.558,0.162,113.0,0.0512,0.0792,0.0,0.696,7,169405,-5.253,0.217,1
941,SAINt JHN,I Can Fvcking Tell,3vkJQv4A2LPtVQYJbWhIQ0,gibberish,0.38,0.153,97.991,0.0324,0.72,1.62e-06,0.689,10,203919,-8.491,0.234,1
942,SAINt JHN,Trophies,4FseJ7iZy0wbgJZjtddLSJ,gibberish,0.504,0.0961,146.965,0.0561,0.36,4.74e-06,0.695,0,222654,-6.669,0.502,0
943,SAINt JHN,Monica Lewinsky,1rS0eq80peCPCgfT2t0Kmm,gibberish,0.521,0.13,106.016,0.138,0.858,0.0,0.829,10,200475,-5.583,0.367,1
944,SAINt JHN,High School Reunion,48M7xPTieNADp3FI5E7P5w,gibberish,0.709,0.159,162.929,0.037,0.284,0.00359,0.657,7,206160,-6.629,0.281,0
945,SAINt JHN,Cult4Ever,1KTvD0VZkvtO5YWQPJ41GK,gibberish,0.72,0.134,83.988,0.0539,0.106,3.21e-06,0.776,0,178090,-5.794,0.799,1
946,Lil Tracy,Bad For You,5MgiiEKLLUZSr4g74FJdG1,gibberish,0.703,0.111,149.944,0.0326,0.00261,0.0,0.641,8,118005,-8.292,0.442,0
947,Lil Tecca,Shots,5xjei7JnROsAzLY2a7RdZU,gibberish,0.582,0.0759,108.028,0.0415,0.525,0.0,0.829,7,109373,-5.721,0.51,0
948,Lil Tecca,Sidenote,17rhhpDU4Da35Vk9jXeHS0,gibberish,0.666,0.15,140.001,0.277,0.0608,0.0,0.666,2,157933,-7.748,0.487,1
949,Lil Tecca,Out Of Luck,2ZGvw7BpnUHG89yt8fNxH7,gibberish,0.624,0.111,152.068,0.287,0.0439,0.0,0.563,8,163267,-8.271,0.337,1
950,Lil Tecca,"Left, Right",0HJvoOkpflwYJb21VkTmGD,gibberish,0.415,0.104,87.079,0.0489,0.318,0.0,0.741,2,154880,-6.775,0.404,0
951,Lil Tecca,Amigo,6qWSHYcZEvE0MIcH2WmB23,gibberish,0.669,0.105,89.954,0.221,0.415,0.0,0.774,7,150093,-7.397,0.528,0
952,Lil Tecca,Phenom,56Jd7sjIDm2wT3T9tyMiX7,gibberish,0.437,0.367,134.083,0.309,0.0226,0.0,0.531,9,202667,-7.941,0.323,0
953,Lil Tecca,Weatherman,2bc19Bhbt9FCkvgWPT1IHL,gibberish,0.702,0.306,145.057,0.332,0.0456,0.0,0.638,11,172787,-8.973,0.627,0
954,Lil Tecca,DUI,7Jl7a1UvWslTea6gA4vTjw,gibberish,0.41,0.11,86.476,0.302,0.588,1.35e-06,0.773,8,134520,-8.703,0.417,0
955,Lil Tecca,The Score,1TDPszDpH1AZKlAPhdL4gH,gibberish,0.474,0.135,118.432,0.396,0.394,0.0,0.563,5,128720,-9.831,0.306,0
956,Lil Tecca,Count Me Out,3nZxBgflsmuhfRQ74Q9Mbd,gibberish,0.637,0.142,102.039,0.271,0.403,0.0,0.835,4,174093,-6.582,0.712,0
957,Bernard Jabs,Come Again (feat. iann dior),2nw5JpZFV6ISs2J84wNeJr,gibberish,0.594,0.125,166.138,0.222,0.142,0.0,0.696,8,161253,-8.631,0.587,0
958,Gunna,Oh Okay (feat. Young Thug & Lil Baby),38844QuZDlnt44uHPrSA3S,gibberish,0.516,0.0926,140.005,0.327,0.372,0.0,0.889,8,199012,-8.852,0.732,1
959,Lil Tracy,Beautiful Nightmare,7uiPYIho6K9a2DcAZymJBa,gibberish,0.63,0.284,77.492,0.072,0.0263,0.0,0.675,4,185886,-8.052,0.223,1
960,Lil Tracy,Alone In My Castle,3guHvJjJREfiKy44JerWcM,gibberish,0.383,0.112,137.967,0.121,0.185,0.00121,0.794,6,151580,-12.555,0.381,1
961,Lil Tracy,Shame,2SMUj8yVTAw2S858T0mzh2,gibberish,0.712,0.19,133.986,0.0584,0.0431,5.04e-05,0.696,7,188168,-6.158,0.312,0
962,Lil Tracy,Halo,0ncAsrGEq0OuUTM6vQU96a,gibberish,0.672,0.104,148.144,0.0334,0.309,6.33e-05,0.702,9,142750,-6.411,0.388,1
963,Lil Tracy,Tight Rope,0uZZtrFyrWCYYM12MsB062,gibberish,0.704,0.123,133.055,0.0671,0.0191,0.0,0.83,10,245414,-7.051,0.108,0
964,Lil Tracy,Ghost,1n0iEq118IjufW8xkyo0HA,gibberish,0.636,0.127,79.924,0.0518,0.477,0.0,0.691,11,132001,-7.755,0.386,0
965,Juice WRLD,Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,gibberish,0.631,0.132,180.051,0.343,0.0687,0.0,0.474,5,189323,-5.884,0.425,0
966,CashMoneyAp,No Patience (feat. Polo G & NoCap),6spzNS1pF4rrq0JoVMC7ox,gibberish,0.755,0.344,159.968,0.32,0.239,0.0,0.735,0,168000,-4.119,0.301,1
967,Lil Tjay,Post To Be (feat. Rileyy Lanez),671qmOyhzkza64D9fMhN7k,gibberish,0.661,0.133,145.877,0.131,0.0899,0.0,0.718,6,189053,-7.991,0.49,0
968,Lil Tjay,No Escape,1M3tJP96RKySKjSDKrxBy7,gibberish,0.525,0.111,93.681,0.187,0.303,0.0,0.729,9,224613,-9.807,0.29,0
969,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,7x9Am1UW3C5yCZLSysEWxX,gibberish,0.611,0.0836,97.082,0.325,0.729,0.0,0.516,7,200533,-8.007,0.3,1
970,YoungBoy Never Broke Again,Seeming Like It,0eGvris9sYZMOsTMHT20Td,gibberish,0.439,0.375,79.824,0.435,0.158,0.0,0.731,8,184843,-5.479,0.649,1
971,YoungBoy Never Broke Again,Lonely Child,6xqZi5JTTk6XIMLvy7w5JJ,gibberish,0.688,0.097,94.971,0.431,0.294,0.0,0.584,6,217659,-4.427,0.628,0
972,Lil Tjay,Leaked,0W64NfLrIsRTAFObko6uJx,gibberish,0.619,0.0811,97.018,0.281,0.801,0.0,0.51,7,220240,-7.918,0.321,1
973,Future,Codeine Crazy,0joQFwiBKmi6X1Iq5R1ubH,gibberish,0.617,0.389,125.98,0.144,0.168,0.0,0.745,6,346907,-7.22,0.185,0
974,Future,Throw Away,2ML7vSeIZEmOCOiLUmz7Sv,gibberish,0.593,0.207,125.035,0.0613,0.225,0.0,0.479,7,316067,-7.739,0.0373,1
975,Future,My Savages,6UgVTEP2WQl1okEuImI8Hg,gibberish,0.713,0.108,143.981,0.0406,0.19,6.58e-06,0.633,5,204467,-5.651,0.3,0
976,Lil Mosey,Stuck In A Dream (feat. Gunna),5hDAT527wXWNBnJlujhuUs,gibberish,0.652,0.117,139.962,0.0753,0.444,0.0,0.753,10,123560,-5.943,0.745,0
977,Lil Mosey,G Walk (with Chris Brown),4E08gEca6avoGx5SS4MM6T,gibberish,0.709,0.126,89.969,0.101,0.275,0.0,0.744,0,141333,-5.359,0.72,1
978,Gab3,Geeked,25r9whP3KOMLSCtGAM6HON,gibberish,0.716,0.505,159.977,0.0462,0.00212,0.0,0.52,2,168072,-6.275,0.388,1
979,YNW Melly,Robbery,2ZidyZ69c68J8lm0FGqsuc,gibberish,0.552,0.661,123.011,0.0475,0.508,0.0,0.76,8,241584,-5.854,0.624,1
980,Trippie Redd,6 Kiss,7tgjDlQsMR8RvkdlNCJA58,gibberish,0.449,0.282,142.048,0.154,0.109,0.0,0.687,2,199437,-10.061,0.229,1
981,Smokepurpp,Dirty Dirty (feat. Lil Skies),1e4jcHkbKwazmvLw0ug4EL,gibberish,0.552,0.137,99.98,0.0451,0.236,0.0,0.791,5,144096,-8.289,0.326,0
982,Hopsin,No Words - Skit,6kBZQAfn5XjUBaApTfJsVy,gibberish,0.584,0.383,130.193,0.43,0.148,0.0,0.734,6,96000,-6.884,0.759,0
983,Trippie Redd,Love Me More,2NSWi83peog6gHerzlMCqU,gibberish,0.539,0.241,83.381,0.0504,0.22,0.0,0.638,10,143713,-5.853,0.247,1
984,Trippie Redd,Who Needs Love,0X1VSToxgqA7HgjaaSmIKO,gibberish,0.516,0.0896,108.963,0.0714,0.763,0.0,0.85,0,158532,-7.664,0.874,0
985,Trippie Redd,Love Sick,2PRKaIkl62537yLUt8VhHR,gibberish,0.712,0.622,119.042,0.104,0.527,4.12e-05,0.861,6,177981,-6.72,0.687,0
986,Roddy Ricch,Boom Boom Room,3aBL75wBGHJnskegE9jyhb,gibberish,0.543,0.15,125.989,0.0865,0.452,0.0,0.828,2,167558,-7.678,0.231,0
987,Roddy Ricch,High Fashion (feat. Mustard),07KXEDMj78x68D884wgVEm,gibberish,0.499,0.3,97.956,0.114,0.269,0.0,0.831,11,220487,-8.442,0.511,0
988,Roddy Ricch,Big Stepper,6x0QNM6f0C2JEjK0hFF8Ca,gibberish,0.597,0.197,76.997,0.292,0.0477,0.0,0.753,8,175170,-8.469,0.616,1
989,YNW Melly,Bang Bang,66FltlEV09mPJYAyfYm8De,gibberish,0.522,0.0811,179.687,0.397,0.156,0.0,0.657,10,260333,-7.632,0.442,1
990,YNW Melly,Suicidal,1iSqfoUFnQwV0QW1EfUit8,gibberish,0.369,0.126,140.005,0.0688,0.334,0.0,0.736,9,222997,-9.682,0.235,0
991,Smokepurpp,All For Me (feat. Trippie Redd),50O9vP4ldt0j9gi6774Ret,gibberish,0.826,0.255,76.769,0.285,0.159,0.0,0.627,2,116074,-4.162,0.647,1
992,Smokepurpp,Fill The Room Up (feat. Ty Dolla $ign),3SJnlliN5Pr9JDJMrWsCkE,gibberish,0.57,0.118,160.055,0.104,0.124,0.00764,0.831,8,143967,-7.388,0.354,1
993,Smokepurpp,Robbin Robbin,2lUTJyN0Ggf83SspDujfno,gibberish,0.785,0.0717,158.02,0.113,0.0395,0.0,0.741,6,182169,-5.0,0.693,0
994,Lil Tjay,Go In,4YrS33mjBWWchoLJTkAKwt,gibberish,0.698,0.0778,121.998,0.169,0.125,0.0,0.799,9,254963,-5.947,0.799,0
995,Young Thug,The Blanguage,23z0NFaX0CYXoetju87A4z,gibberish,0.621,0.369,120.97,0.156,0.0767,0.0,0.732,11,252265,-8.681,0.171,0
996,Trippie Redd,This Ain't That,07NMFSwppnky8JyIQIxAQZ,gibberish,0.68,0.366,76.47,0.0589,0.114,0.0,0.716,4,207059,-4.755,0.219,0
997,Trippie Redd,Til The End of Time,3Z9vHQOOPvRtOnTPyXLkWD,gibberish,0.596,0.319,120.006,0.0292,0.182,1.11e-06,0.747,7,174433,-6.904,0.502,0
998,Kanye West,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh,wack,0.322,0.115,106.992,0.0337,0.0199,7.61e-06,0.495,8,326947,-10.36,0.0399,1
999,Kanye West,Guilt Trip,5nPOM0nFRAJ3XI8xCxNAzO,wack,0.666,0.129,137.9,0.0754,0.159,1.03e-05,0.439,4,243747,-6.078,0.579,0
1000,KIDS SEE GHOSTS,Cudi Montage,4kUZvXB3LC3an3HX6h0s17,wack,0.504,0.121,110.011,0.0321,0.401,1.44e-06,0.729,8,197001,-6.784,0.305,0
1001,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),7GRTrWsP3yo2Fx8umJfA1X,wack,0.81,0.158,151.643,0.0632,0.00457,0.0,0.334,9,206605,-4.855,0.306,0
1002,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,wack,0.542,0.609,171.945,0.39,0.278,1.87e-05,0.765,1,153351,-6.755,0.734,1
1003,KIDS SEE GHOSTS,Kids See Ghosts,2I3dW2dCBZAJGj5X21E53k,wack,0.682,0.131,94.985,0.0458,0.113,9.65e-05,0.841,2,245098,-7.007,0.338,1
1004,"Tyler, The Creator",Yonkers,1zsAAnB6dMpGOvXjoYP9Um,wack,0.759,0.217,79.103,0.334,0.016,0.0808,0.712,11,249333,-5.397,0.738,1
1005,A$AP Rocky,Kids Turned Out Fine,0qp8MuZNKelOGTK2HPlXBA,wack,0.668,0.369,163.314,0.222,0.271,3.8e-05,0.305,1,183120,-9.404,0.128,1
1006,A$AP Rocky,Fukk Sleep,1AqemxWsT0iGg5Lvkm16Bt,wack,0.412,0.219,135.937,0.364,0.443,7.43e-05,0.793,2,192973,-9.305,0.307,1
1007,A$AP Rocky,Hun43rd,1r33iukEx0COYuBzyXPmPP,wack,0.546,0.355,136.336,0.0762,0.444,0.0,0.584,2,242747,-9.321,0.355,1
1008,A$AP Rocky,A$AP Forever REMIX,3oHkMCVJyOcjg5FhfLc2Rq,wack,0.754,0.136,62.839,0.275,0.299,0.0,0.322,10,315773,-6.416,0.392,0
1009,"Tyler, The Creator",She (Featuring Frank Ocean),4y4KG66qCAN2TTevOAEjHy,wack,0.622,0.613,83.375,0.235,0.256,3.44e-05,0.351,8,253387,-6.495,0.457,0
1010,"Tyler, The Creator",48,2wK7y55bzry7tUDmDqYaz7,wack,0.887,0.89,119.893,0.276,0.132,0.0,0.558,1,247293,-8.083,0.535,1
1011,"Tyler, The Creator",IFHY,0NjW4SKY3gbfl2orl1p8hr,wack,0.716,0.581,86.001,0.34,0.2,0.0,0.36,7,319253,-6.181,0.274,1
1012,"Tyler, The Creator","FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",46CA1H0T1r7u5lDUtVveAh,wack,0.705,0.185,74.102,0.0928,0.0319,6.52e-05,0.233,5,401573,-6.928,0.352,1
1013,"Tyler, The Creator",Foreword (feat. Rex Orange County),33i3xxHB4YSYGYbtJrwwO8,wack,0.671,0.352,94.025,0.0315,0.118,0.00317,0.734,1,194080,-7.107,0.113,1
1014,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),6KuXb26rHuRy3ZDse1VRmx,wack,0.429,0.166,130.09,0.15,0.71,3.41e-06,0.686,8,194933,-10.402,0.27,0
1015,"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,wack,0.559,0.109,78.558,0.0959,0.371,7.49e-06,0.558,6,180387,-9.222,0.62,1
1016,"Tyler, The Creator",Pothole (feat. Jaden Smith),5SxlUF7J8tyFIEF22EomeP,wack,0.572,0.28,89.386,0.338,0.51,7.23e-06,0.543,11,237000,-8.974,0.569,1
1017,"Tyler, The Creator",Garden Shed (feat. Estelle),6ACiYjq5Q7e6BlhZEHz7cd,wack,0.456,0.12,112.984,0.0579,0.381,0.016,0.423,2,223947,-8.45,0.148,0
1018,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,wack,0.578,0.324,79.938,0.151,0.79,0.000522,0.559,8,320720,-9.54,0.239,1
1019,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,wack,0.61,0.313,90.034,0.305,0.0456,0.0,0.48,0,255653,-7.042,0.297,1
1020,"Tyler, The Creator",Glitter,0qtK3XwbuG153dmwB8iepL,wack,0.434,0.633,78.57,0.243,0.306,2.76e-06,0.449,1,224893,-11.777,0.371,1
1021,"Tyler, The Creator",IGOR'S THEME,51RN0kzWd7xeR4th5HsEtW,wack,0.672,0.607,163.1,0.377,0.00559,0.243,0.467,10,200693,-7.371,0.0648,0
1022,"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,wack,0.498,0.795,79.635,0.0685,0.23,5.98e-06,0.554,9,190067,-8.866,0.413,1
1023,"Tyler, The Creator",I THINK,4f8Mh5wuWHOsfXtzjrJB3t,wack,0.579,0.129,121.075,0.0801,0.00881,0.0,0.826,8,212013,-8.241,0.431,0
1024,"Tyler, The Creator",RUNNING OUT OF TIME,5QvBXUm5MglLJ3iBfTX2Wo,wack,0.391,0.129,84.281,0.0528,0.296,0.000406,0.36,6,177227,-10.6,0.162,1
